presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vote_choice,age,gender,education,race_group,location
2,1950,1,5,1,3,11,3,2,republican,72,male,college graduate,white,rural
1,1950,1,4,1,3,1,3,2,democrat,72,male,some college,white,rural
2,1940,2,5,1,2,5,8,2,republican,82,female,college graduate,white,suburban
2,1955,1,3,1,4,1,NA,NA,republican,67,male,some college,white,other
2,1970,1,3,1,4,1,1,2,republican,52,male,some college,white,other
1,1963,2,5,1,1,10,2,1,democrat,59,female,college graduate,white,urban
1,1959,2,6,1,2,9,2,2,democrat,63,female,postgraduate,white,suburban
1,1950,1,6,1,2,9,3,2,democrat,72,male,postgraduate,white,suburban
2,1959,1,5,7,4,1,1,2,republican,63,male,college graduate,other,other
1,1949,2,6,1,2,11,3,2,democrat,73,female,postgraduate,white,suburban
1,1991,1,6,2,4,1,NA,NA,democrat,31,male,postgraduate,black,other
1,1946,1,5,1,2,5,3,1,democrat,76,male,college graduate,white,suburban
3,1973,1,6,4,1,1,2,2,did not vote,49,male,postgraduate,asian,urban
1,1949,1,4,1,1,12,1,2,democrat,73,male,some college,white,urban
2,1955,1,6,1,4,9,1,2,republican,67,male,postgraduate,white,other
2,1963,1,2,1,4,1,3,2,republican,59,male,high school or less,white,other
1,1984,2,5,1,1,1,3,1,democrat,38,female,college graduate,white,urban
1,1955,1,3,1,2,1,3,2,democrat,67,male,some college,white,suburban
2,1977,1,3,5,2,11,8,2,republican,45,male,some college,other,suburban
2,1948,1,3,1,3,1,1,2,republican,74,male,some college,white,rural
2,1957,1,5,1,4,12,3,2,republican,65,male,college graduate,white,other
2,1947,1,5,1,4,1,1,2,republican,75,male,college graduate,white,other
1,1984,1,6,1,1,2,1,2,democrat,38,male,postgraduate,white,urban
2,1973,1,3,1,2,1,1,2,republican,49,male,some college,white,suburban
1,1949,1,2,1,1,5,3,2,democrat,73,male,high school or less,white,urban
1,1945,1,6,1,2,5,3,2,democrat,77,male,postgraduate,white,suburban
2,1947,1,4,1,2,1,1,2,republican,75,male,some college,white,suburban
2,1960,1,5,1,4,12,1,2,republican,62,male,college graduate,white,other
2,1950,1,4,1,4,1,1,2,republican,72,male,some college,white,other
2,1946,1,5,1,2,5,3,2,republican,76,male,college graduate,white,suburban
2,1959,1,3,1,2,1,1,2,republican,63,male,some college,white,suburban
2,1941,1,5,1,1,1,3,2,republican,81,male,college graduate,white,urban
1,1992,1,5,1,3,9,3,1,democrat,30,male,college graduate,white,rural
1,1986,1,5,1,2,1,3,2,democrat,36,male,college graduate,white,suburban
6,2003,2,2,2,1,1,3,2,other,19,female,high school or less,black,urban
1,1984,1,5,3,1,10,2,1,democrat,38,male,college graduate,hispanic,urban
1,1953,1,2,1,2,9,3,2,democrat,69,male,high school or less,white,suburban
2,1947,1,5,1,2,2,3,2,republican,75,male,college graduate,white,suburban
1,1975,1,2,1,2,1,NA,NA,democrat,47,male,high school or less,white,suburban
2,1951,1,3,1,2,1,3,2,republican,71,male,some college,white,suburban
2,1955,4,6,3,3,1,3,2,republican,67,other,postgraduate,hispanic,rural
1,1986,2,2,1,1,2,3,2,democrat,36,female,high school or less,white,urban
2,1956,2,2,1,4,1,1,2,republican,66,female,high school or less,white,other
1,1994,1,3,8,3,2,NA,NA,democrat,28,male,some college,other,rural
2,1953,1,5,1,3,2,NA,2,republican,69,male,college graduate,white,rural
2,1962,1,5,1,2,1,1,2,republican,60,male,college graduate,white,suburban
1,1963,2,2,1,4,1,1,2,democrat,59,female,high school or less,white,other
2,1957,2,4,1,3,1,1,2,republican,65,female,some college,white,rural
1,1947,1,6,1,2,9,3,2,democrat,75,male,postgraduate,white,suburban
1,1950,1,6,1,4,11,3,2,democrat,72,male,postgraduate,white,other
1,1962,1,5,2,2,12,1,2,democrat,60,male,college graduate,black,suburban
2,1955,1,6,1,2,1,1,2,republican,67,male,postgraduate,white,suburban
6,1962,1,3,1,2,11,1,2,other,60,male,some college,white,suburban
6,1987,2,5,1,2,11,3,1,other,35,female,college graduate,white,suburban
3,1956,1,6,1,2,9,1,2,did not vote,66,male,postgraduate,white,suburban
6,1971,1,6,1,2,2,3,1,other,51,male,postgraduate,white,suburban
1,1960,2,2,1,1,10,3,2,democrat,62,female,high school or less,white,urban
1,1953,2,6,1,4,12,1,2,democrat,69,female,postgraduate,white,other
2,1960,1,6,7,1,12,3,2,republican,62,male,postgraduate,other,urban
6,1943,1,5,7,1,9,3,2,other,79,male,college graduate,other,urban
2,1942,1,5,1,4,1,3,2,republican,80,male,college graduate,white,other
2,1950,2,6,1,2,1,3,2,republican,72,female,postgraduate,white,suburban
6,1986,2,2,1,4,10,2,2,other,36,female,high school or less,white,other
1,1934,1,6,1,2,5,3,2,democrat,88,male,postgraduate,white,suburban
1,1958,2,6,1,4,2,2,2,democrat,64,female,postgraduate,white,other
1,1973,1,5,1,2,1,3,2,democrat,49,male,college graduate,white,suburban
1,1985,2,6,1,2,9,2,1,democrat,37,female,postgraduate,white,suburban
1,1952,1,5,1,2,5,3,2,democrat,70,male,college graduate,white,suburban
6,1973,2,4,1,2,11,3,2,other,49,female,some college,white,suburban
1,1965,2,5,1,2,9,8,2,democrat,57,female,college graduate,white,suburban
1,1954,1,5,1,1,11,1,1,democrat,68,male,college graduate,white,urban
2,1969,1,6,1,4,1,3,1,republican,53,male,postgraduate,white,other
2,1970,1,5,1,4,1,1,2,republican,52,male,college graduate,white,other
2,1965,2,5,4,2,2,2,2,republican,57,female,college graduate,asian,suburban
4,1951,1,6,3,1,9,3,2,did not vote,71,male,postgraduate,hispanic,urban
2,1952,1,5,1,2,2,1,2,republican,70,male,college graduate,white,suburban
2,1942,1,2,1,4,1,NA,NA,republican,80,male,high school or less,white,other
5,1997,1,5,4,1,9,3,2,did not vote,25,male,college graduate,asian,urban
1,1961,2,5,1,4,1,1,2,democrat,61,female,college graduate,white,other
2,1957,1,6,1,2,2,3,2,republican,65,male,postgraduate,white,suburban
1,1957,1,3,1,1,1,3,2,democrat,65,male,some college,white,urban
1,1946,1,6,1,3,5,2,2,democrat,76,male,postgraduate,white,rural
2,1949,2,2,1,3,1,3,2,republican,73,female,high school or less,white,rural
1,1953,1,5,1,4,1,1,2,democrat,69,male,college graduate,white,other
1,1951,1,3,1,2,11,1,2,democrat,71,male,some college,white,suburban
1,1987,1,6,1,2,9,1,2,democrat,35,male,postgraduate,white,suburban
1,1965,2,5,2,1,1,1,1,democrat,57,female,college graduate,black,urban
6,1977,1,4,4,2,11,3,2,other,45,male,some college,asian,suburban
1,1968,2,4,1,2,11,3,1,democrat,54,female,some college,white,suburban
1,1951,1,4,1,2,9,1,2,democrat,71,male,some college,white,suburban
1,1945,1,2,1,2,2,3,2,democrat,77,male,high school or less,white,suburban
1,1956,1,6,1,1,11,NA,NA,democrat,66,male,postgraduate,white,urban
2,1928,1,6,1,2,2,3,2,republican,94,male,postgraduate,white,suburban
1,1948,1,6,4,2,11,3,2,democrat,74,male,postgraduate,asian,suburban
1,1986,2,5,1,2,10,3,2,democrat,36,female,college graduate,white,suburban
1,1960,1,5,1,4,12,3,2,democrat,62,male,college graduate,white,other
6,1965,2,1,1,4,9,3,2,other,57,female,high school or less,white,other
1,1992,1,6,1,1,9,3,2,democrat,30,male,postgraduate,white,urban
2,1935,1,6,1,2,1,1,2,republican,87,male,postgraduate,white,suburban
1,1951,1,3,1,3,9,1,2,democrat,71,male,some college,white,rural
2,1954,2,5,1,4,1,2,2,republican,68,female,college graduate,white,other
2,1959,1,3,1,2,1,8,2,republican,63,male,some college,white,suburban
1,1960,1,2,1,2,2,1,2,democrat,62,male,high school or less,white,suburban
6,1962,1,3,1,4,1,3,2,other,60,male,some college,white,other
1,1972,1,6,1,1,2,3,2,democrat,50,male,postgraduate,white,urban
2,1939,1,6,1,1,1,1,2,republican,83,male,postgraduate,white,urban
1,1931,1,6,1,3,5,3,2,democrat,91,male,postgraduate,white,rural
1,1980,2,5,1,2,10,3,2,democrat,42,female,college graduate,white,suburban
1,1960,2,6,1,2,11,3,2,democrat,62,female,postgraduate,white,suburban
2,1957,1,4,1,3,2,1,2,republican,65,male,some college,white,rural
2,1940,1,6,1,5,1,1,2,republican,82,male,postgraduate,white,other
1,1949,2,2,1,1,11,3,2,democrat,73,female,high school or less,white,urban
6,1965,1,6,7,2,2,1,2,other,57,male,postgraduate,other,suburban
2,1947,1,4,1,2,10,1,2,republican,75,male,some college,white,suburban
6,2003,2,2,6,2,9,2,2,other,19,female,high school or less,other,suburban
2,1955,1,6,7,2,2,8,2,republican,67,male,postgraduate,other,suburban
1,1948,1,6,1,2,2,1,2,democrat,74,male,postgraduate,white,suburban
2,1939,1,5,1,3,1,3,2,republican,83,male,college graduate,white,rural
1,1963,1,5,1,2,11,1,2,democrat,59,male,college graduate,white,suburban
2,1937,1,5,1,4,1,1,2,republican,85,male,college graduate,white,other
1,1950,1,6,1,3,11,3,2,democrat,72,male,postgraduate,white,rural
2,1950,1,5,1,4,1,3,2,republican,72,male,college graduate,white,other
1,1949,1,4,1,1,11,3,2,democrat,73,male,some college,white,urban
1,1967,1,6,1,1,9,3,2,democrat,55,male,postgraduate,white,urban
2,1948,1,6,1,2,11,1,2,republican,74,male,postgraduate,white,suburban
1,1949,1,6,1,1,5,3,2,democrat,73,male,postgraduate,white,urban
2,1937,2,6,1,2,1,3,2,republican,85,female,postgraduate,white,suburban
2,1958,1,2,1,2,2,3,2,republican,64,male,high school or less,white,suburban
2,1949,1,4,1,3,10,1,2,republican,73,male,some college,white,rural
1,1947,1,6,7,2,11,3,2,democrat,75,male,postgraduate,other,suburban
1,1975,2,4,6,1,10,2,1,democrat,47,female,some college,other,urban
1,1965,1,5,1,3,5,3,2,democrat,57,male,college graduate,white,rural
1,1941,1,6,1,4,9,1,2,democrat,81,male,postgraduate,white,other
2,1945,1,5,1,2,1,8,2,republican,77,male,college graduate,white,suburban
1,1959,1,2,1,3,11,3,2,democrat,63,male,high school or less,white,rural
2,1949,1,5,7,2,1,NA,2,republican,73,male,college graduate,other,suburban
2,1956,1,3,1,4,1,1,2,republican,66,male,some college,white,other
2,1944,1,5,1,1,2,3,2,republican,78,male,college graduate,white,urban
2,1943,1,6,1,2,10,NA,1,republican,79,male,postgraduate,white,suburban
1,1943,2,5,1,1,11,3,2,democrat,79,female,college graduate,white,urban
2,1938,1,3,1,4,1,3,2,republican,84,male,some college,white,other
2,1952,1,6,1,2,1,1,2,republican,70,male,postgraduate,white,suburban
2,1943,1,5,1,1,2,1,2,republican,79,male,college graduate,white,urban
2,1941,1,6,1,1,2,NA,2,republican,81,male,postgraduate,white,urban
2,1951,2,5,1,1,1,3,2,republican,71,female,college graduate,white,urban
2,1935,2,3,1,4,1,3,2,republican,87,female,some college,white,other
1,1978,2,1,1,2,1,3,2,democrat,44,female,high school or less,white,suburban
2,1962,1,2,1,2,11,1,2,republican,60,male,high school or less,white,suburban
1,1965,2,6,1,1,10,3,2,democrat,57,female,postgraduate,white,urban
5,1960,2,3,6,2,11,3,2,did not vote,62,female,some college,other,suburban
2,1956,1,5,1,3,8,3,2,republican,66,male,college graduate,white,rural
1,1945,1,5,1,2,2,1,2,democrat,77,male,college graduate,white,suburban
6,1960,2,4,1,2,2,3,2,other,62,female,some college,white,suburban
2,1937,1,5,7,1,2,1,2,republican,85,male,college graduate,other,urban
2,1964,1,5,1,2,1,2,2,republican,58,male,college graduate,white,suburban
2,1932,1,6,1,2,1,3,2,republican,90,male,postgraduate,white,suburban
2,1969,2,5,1,2,1,3,2,republican,53,female,college graduate,white,suburban
1,1974,2,3,1,3,2,3,2,democrat,48,female,some college,white,rural
2,1965,1,4,7,1,12,NA,2,republican,57,male,some college,other,urban
1,1960,2,1,1,1,11,3,2,democrat,62,female,high school or less,white,urban
2,1942,2,6,1,2,1,8,2,republican,80,female,postgraduate,white,suburban
2,1962,2,4,1,3,1,1,2,republican,60,female,some college,white,rural
2,1964,1,2,6,4,1,3,2,republican,58,male,high school or less,other,other
2,1999,1,5,1,2,11,2,1,republican,23,male,college graduate,white,suburban
2,1960,1,5,1,2,2,3,2,republican,62,male,college graduate,white,suburban
1,1957,1,6,7,1,6,3,2,democrat,65,male,postgraduate,other,urban
6,1952,2,2,1,2,1,3,2,other,70,female,high school or less,white,suburban
1,1963,2,5,1,2,2,3,2,democrat,59,female,college graduate,white,suburban
1,1963,2,5,2,1,1,3,1,democrat,59,female,college graduate,black,urban
2,1947,2,2,1,3,1,3,2,republican,75,female,high school or less,white,rural
6,1992,3,4,1,4,9,2,2,other,30,non-binary,some college,white,other
2,1980,2,5,1,2,5,3,2,republican,42,female,college graduate,white,suburban
2,1963,1,6,1,3,2,1,2,republican,59,male,postgraduate,white,rural
1,1957,1,6,1,4,10,3,2,democrat,65,male,postgraduate,white,other
6,2002,2,3,2,3,1,8,2,other,20,female,some college,black,rural
2,1957,2,6,1,4,11,2,2,republican,65,female,postgraduate,white,other
2,1971,2,3,1,4,1,1,2,republican,51,female,some college,white,other
2,1962,1,6,1,2,2,3,2,republican,60,male,postgraduate,white,suburban
1,1983,2,6,1,2,2,3,2,democrat,39,female,postgraduate,white,suburban
1,1983,2,6,1,2,2,3,2,democrat,39,female,postgraduate,white,suburban
6,1983,1,6,3,2,8,NA,NA,other,39,male,postgraduate,hispanic,suburban
2,1951,1,5,1,1,1,3,2,republican,71,male,college graduate,white,urban
2,1992,1,2,1,2,1,1,2,republican,30,male,high school or less,white,suburban
2,1952,1,5,1,2,2,1,2,republican,70,male,college graduate,white,suburban
2,1955,1,5,1,1,11,1,2,republican,67,male,college graduate,white,urban
1,1994,1,6,1,1,2,3,1,democrat,28,male,postgraduate,white,urban
1,1977,2,5,1,1,4,3,2,democrat,45,female,college graduate,white,urban
6,1981,2,3,8,3,9,8,NA,other,41,female,some college,other,rural
1,1943,2,3,1,2,2,1,2,democrat,79,female,some college,white,suburban
2,1970,2,2,1,4,1,1,2,republican,52,female,high school or less,white,other
1,1993,2,6,1,1,11,3,1,democrat,29,female,postgraduate,white,urban
2,1941,2,4,1,3,1,1,2,republican,81,female,some college,white,rural
1,1957,2,6,1,1,11,3,1,democrat,65,female,postgraduate,white,urban
1,1988,2,2,1,1,11,3,2,democrat,34,female,high school or less,white,urban
1,1961,2,6,1,2,9,3,2,democrat,61,female,postgraduate,white,suburban
2,1970,1,5,1,2,11,1,2,republican,52,male,college graduate,white,suburban
1,1966,2,3,1,2,11,3,2,democrat,56,female,some college,white,suburban
2,1966,1,6,1,2,1,1,2,republican,56,male,postgraduate,white,suburban
6,1985,2,6,4,2,8,3,2,other,37,female,postgraduate,asian,suburban
1,1963,1,6,1,3,9,3,2,democrat,59,male,postgraduate,white,rural
1,1962,2,5,4,1,11,3,2,democrat,60,female,college graduate,asian,urban
2,1961,2,6,1,4,2,1,1,republican,61,female,postgraduate,white,other
1,1957,2,6,1,2,1,3,2,democrat,65,female,postgraduate,white,suburban
2,1941,1,5,1,2,10,1,2,republican,81,male,college graduate,white,suburban
6,2003,2,3,1,2,10,2,2,other,19,female,some college,white,suburban
1,1998,2,2,1,4,10,2,2,democrat,24,female,high school or less,white,other
2,1942,1,5,1,4,12,8,2,republican,80,male,college graduate,white,other
1,1957,1,5,1,4,1,1,2,democrat,65,male,college graduate,white,other
3,1968,2,3,1,2,4,3,2,did not vote,54,female,some college,white,suburban
6,1980,2,5,6,2,12,2,1,other,42,female,college graduate,other,suburban
2,1996,2,6,1,4,2,2,1,republican,26,female,postgraduate,white,other
2,1967,2,4,1,1,11,2,2,republican,55,female,some college,white,urban
1,1981,2,5,1,1,9,3,2,democrat,41,female,college graduate,white,urban
1,1971,2,6,1,1,9,2,2,democrat,51,female,postgraduate,white,urban
1,1962,1,6,1,1,10,3,2,democrat,60,male,postgraduate,white,urban
2,1949,1,6,1,2,2,1,2,republican,73,male,postgraduate,white,suburban
1,1960,2,2,1,1,1,3,2,democrat,62,female,high school or less,white,urban
1,1961,1,5,1,1,9,3,2,democrat,61,male,college graduate,white,urban
2,1936,2,3,1,3,2,3,2,republican,86,female,some college,white,rural
2,1963,2,5,1,4,11,1,2,republican,59,female,college graduate,white,other
2,1970,2,5,1,2,1,1,2,republican,52,female,college graduate,white,suburban
2,1972,2,5,1,1,1,1,2,republican,50,female,college graduate,white,urban
1,1958,1,2,1,2,2,3,2,democrat,64,male,high school or less,white,suburban
2,1966,2,3,1,2,1,8,2,republican,56,female,some college,white,suburban
1,1969,2,3,1,1,1,2,2,democrat,53,female,some college,white,urban
1,1951,1,2,1,3,2,3,2,democrat,71,male,high school or less,white,rural
1,1985,2,6,1,4,10,2,1,democrat,37,female,postgraduate,white,other
2,1956,1,3,1,2,1,1,2,republican,66,male,some college,white,suburban
1,1954,1,5,1,2,11,3,2,democrat,68,male,college graduate,white,suburban
1,1988,1,6,1,3,9,1,1,democrat,34,male,postgraduate,white,rural
1,1948,1,6,1,3,12,3,2,democrat,74,male,postgraduate,white,rural
1,1997,2,5,1,1,10,3,2,democrat,25,female,college graduate,white,urban
1,1955,2,5,1,3,2,3,2,democrat,67,female,college graduate,white,rural
2,1956,1,6,7,4,2,1,2,republican,66,male,postgraduate,other,other
1,1963,1,6,1,1,2,3,2,democrat,59,male,postgraduate,white,urban
1,1982,1,5,1,1,10,3,2,democrat,40,male,college graduate,white,urban
1,1961,2,6,1,2,1,3,2,democrat,61,female,postgraduate,white,suburban
2,1944,2,2,1,3,1,3,2,republican,78,female,high school or less,white,rural
1,1955,1,3,1,4,1,3,2,democrat,67,male,some college,white,other
2,1957,1,6,1,2,1,1,2,republican,65,male,postgraduate,white,suburban
1,1982,2,6,1,2,10,3,2,democrat,40,female,postgraduate,white,suburban
1,1962,1,5,1,4,9,3,2,democrat,60,male,college graduate,white,other
1,1958,2,6,1,2,9,3,2,democrat,64,female,postgraduate,white,suburban
1,1957,2,5,1,1,9,3,2,democrat,65,female,college graduate,white,urban
1,1940,1,5,1,2,9,3,2,democrat,82,male,college graduate,white,suburban
3,1964,1,5,1,2,11,NA,2,did not vote,58,male,college graduate,white,suburban
2,1957,1,6,1,4,1,3,2,republican,65,male,postgraduate,white,other
2,1967,2,5,1,2,2,8,2,republican,55,female,college graduate,white,suburban
1,1957,2,5,1,4,9,1,2,democrat,65,female,college graduate,white,other
2,1941,1,5,1,1,1,1,2,republican,81,male,college graduate,white,urban
2,1950,1,5,1,2,1,2,2,republican,72,male,college graduate,white,suburban
2,1999,1,5,6,1,1,1,2,republican,23,male,college graduate,other,urban
2,1960,1,6,1,2,11,1,2,republican,62,male,postgraduate,white,suburban
6,2001,1,1,1,4,2,8,2,other,21,male,high school or less,white,other
1,1958,1,6,1,3,1,1,2,democrat,64,male,postgraduate,white,rural
2,1970,1,2,1,4,11,8,2,republican,52,male,high school or less,white,other
2,1954,2,5,1,4,1,3,1,republican,68,female,college graduate,white,other
2,1941,2,3,1,4,1,3,2,republican,81,female,some college,white,other
1,1964,2,5,2,2,1,3,1,democrat,58,female,college graduate,black,suburban
2,1948,2,3,1,2,3,1,2,republican,74,female,some college,white,suburban
3,1951,1,6,1,2,9,NA,2,did not vote,71,male,postgraduate,white,suburban
1,1957,2,5,1,4,1,3,2,democrat,65,female,college graduate,white,other
2,1956,1,3,1,1,1,1,2,republican,66,male,some college,white,urban
1,1992,1,6,1,4,2,1,1,democrat,30,male,postgraduate,white,other
2,1960,1,6,1,2,1,1,2,republican,62,male,postgraduate,white,suburban
2,1983,1,6,1,3,2,1,1,republican,39,male,postgraduate,white,rural
2,1954,1,6,1,2,5,1,2,republican,68,male,postgraduate,white,suburban
2,1966,1,5,1,4,5,1,2,republican,56,male,college graduate,white,other
2,1951,1,5,1,4,2,1,2,republican,71,male,college graduate,white,other
1,1953,2,6,1,2,2,2,2,democrat,69,female,postgraduate,white,suburban
1,1962,2,5,1,2,2,3,2,democrat,60,female,college graduate,white,suburban
1,1959,1,5,1,3,2,1,2,democrat,63,male,college graduate,white,rural
1,1964,2,5,1,4,1,2,1,democrat,58,female,college graduate,white,other
1,1962,2,4,2,4,1,3,1,democrat,60,female,some college,black,other
2,1976,2,3,8,3,9,3,2,republican,46,female,some college,other,rural
2,1975,2,3,1,4,1,1,1,republican,47,female,some college,white,other
1,1961,1,5,1,1,1,1,1,democrat,61,male,college graduate,white,urban
1,1959,2,5,1,2,12,3,2,democrat,63,female,college graduate,white,suburban
