presvote20post,birthyr,gender4,educ,race,urbancity,religpew,gunown,edloan,vvweight,inputstate,pid7,votereg,faminc_new
2,1958,1,4,6,1,1,1,2,0.2850166577,6,7,1,11
1,1948,1,5,1,2,2,1,2,0.4188918664,39,2,1,7
2,1948,2,3,1,2,11,2,2,NA,48,4,1,4
2,1951,2,5,1,2,2,2,2,NA,42,2,1,11
1,1966,2,3,1,1,11,3,2,0.690889954,30,1,1,4
2,1945,1,5,1,2,2,3,2,0.8725295184,48,5,1,11
1,1978,1,6,1,2,10,2,1,3.6288319541,4,3,1,3
1,1948,1,2,1,2,2,3,2,0.6889451513,6,1,1,4
1,1949,2,6,1,4,10,3,2,0.4118905986,30,1,1,5
1,1964,2,4,1,1,2,1,2,0.613757078,42,1,1,9
1,1963,2,4,1,3,1,3,2,0.7157875195,36,1,1,2
1,1968,1,3,2,1,11,1,1,0.6803423768,48,1,1,6
2,1980,2,6,1,2,1,2,2,1.0111619371,20,7,1,10
2,1988,1,6,1,2,5,3,2,1.667592267,6,6,1,12
1,1951,1,6,1,2,11,3,2,0.5199718349,17,1,1,4
1,1988,2,6,1,3,2,3,1,0.9954742136,42,2,1,11
6,1953,2,2,1,2,2,8,2,0.7621877456,45,6,3,4
6,2003,2,3,3,1,2,NA,NA,0.7042677136,6,2,1,4
2,1983,2,6,4,1,10,3,NA,0.9837684001,6,2,1,10
6,1985,2,1,1,1,11,3,2,NA,29,4,2,1
6,1956,2,2,1,2,1,1,2,NA,42,2,1,3
1,1975,1,5,1,2,5,3,2,0.4690360933,48,2,1,11
1,1977,2,6,4,1,10,3,2,NA,6,3,1,9
1,1971,1,5,1,2,11,3,2,NA,36,1,1,7
1,1956,2,5,1,3,2,3,2,0.6517848163,18,6,1,12
1,1965,1,3,1,4,1,1,2,1.0594017612,48,5,1,6
1,1947,1,4,3,1,12,3,2,0.8319677598,36,2,1,5
1,1952,2,2,1,2,11,3,2,0.7977540281,26,7,1,7
1,1961,2,5,1,4,2,1,2,0.6334537961,26,2,1,8
1,1982,2,6,1,2,1,2,2,0.8009750887,51,1,1,10
1,1963,1,6,1,3,1,1,2,0.4765600499,39,1,1,12
6,1959,1,4,1,3,1,3,2,1.6172079172,19,6,1,13
2,1941,1,2,1,2,2,1,2,NA,48,6,1,6
2,1960,2,3,1,4,1,1,2,0.8929206534,28,7,1,3
1,1963,2,4,1,2,11,3,2,0.3505779395,32,4,1,3
6,1948,2,2,1,1,2,2,2,0.2565935513,12,6,1,5
1,1965,1,5,1,3,11,3,2,0.6863250608,4,2,1,97
1,1986,2,5,2,2,1,3,2,1.0004417033,13,2,1,8
3,1968,1,5,1,2,10,3,2,NA,48,5,1,12
1,1956,2,3,2,2,11,NA,NA,1.1765997267,36,2,1,97
3,1993,1,2,1,2,4,NA,NA,1.0275343491,25,5,1,2
6,1979,1,1,1,3,1,2,2,NA,48,4,2,3
1,1943,2,2,1,2,1,3,2,0.5369152394,26,3,1,3
1,1967,1,2,1,3,10,1,2,0.8190588443,42,1,1,4
1,1983,1,5,1,2,1,3,2,NA,19,3,1,9
1,1989,2,6,1,1,9,3,2,0.906764827,11,1,1,12
2,1971,2,2,1,4,12,1,2,1.5360994303,13,7,1,9
1,1962,1,6,1,1,2,3,1,NA,48,3,1,12
6,1969,2,2,1,4,11,1,2,NA,5,4,2,5
3,1996,2,3,1,1,1,NA,NA,NA,5,3,1,5
1,1989,1,5,3,1,9,3,1,0.6546211627,48,2,1,11
2,1959,1,3,1,2,1,1,2,0.8555327037,13,4,1,2
6,1938,2,5,1,2,11,3,2,NA,48,4,1,2
1,1975,1,6,2,2,1,2,1,NA,13,1,1,8
1,1970,2,3,2,2,11,3,2,0.4371365619,13,1,1,6
2,1958,1,3,1,2,10,2,2,1.0195394326,6,7,1,8
1,1961,2,2,1,2,11,3,2,0.6021149427,42,1,1,4
2,1949,1,2,1,1,1,3,2,1.0147138012,42,6,1,6
2,1963,2,2,1,4,2,1,2,1.3220187278,39,7,1,97
2,1946,2,3,1,2,1,3,2,NA,48,6,1,4
2,1958,2,2,1,3,1,2,2,NA,39,7,1,97
1,1951,1,5,1,2,2,3,2,0.397657998,37,1,1,8
1,1966,2,4,4,1,2,3,2,NA,36,1,1,1
1,1957,2,3,1,2,1,2,2,0.5967359508,13,6,1,8
1,1985,1,6,1,1,10,3,1,1.0165221344,53,1,1,3
2,1975,2,5,1,1,1,1,2,1.2453761334,18,6,1,4
2,1975,1,3,1,4,1,1,2,1.604662776,53,5,1,9
1,1970,2,2,2,1,1,3,2,0.9465075931,48,1,1,8
2,1940,1,3,1,1,5,3,2,0.475216224,34,7,1,11
2,1985,1,5,1,2,9,3,1,NA,9,4,1,97
6,1990,1,6,7,3,6,3,2,NA,41,4,1,11
2,1958,1,3,1,2,1,1,2,0.9607449696,48,7,1,97
2,1965,1,5,1,2,1,1,2,1.0624265902,45,4,1,8
1,1948,2,6,3,2,11,3,2,0.1202591703,42,1,1,6
2,1976,2,3,7,4,12,3,2,0.2417817195,17,5,1,4
2,1989,2,2,5,4,1,3,2,0.5492661116,37,7,1,1
1,1966,1,4,1,4,11,1,2,0.7805944402,26,4,1,12
1,1981,2,6,1,2,5,3,2,1.2751067376,34,1,1,11
2,1962,2,3,1,4,1,2,1,NA,6,7,1,3
2,1951,1,2,7,3,10,NA,NA,0.3763274828,12,6,1,7
1,1963,1,4,1,4,11,1,2,0.4867076301,37,4,1,16
2,1959,1,3,1,3,12,8,2,1.0599739789,12,4,1,5
1,1964,2,6,1,4,2,2,2,0.6113409768,21,1,1,10
1,1945,2,2,1,4,10,8,2,0.4732527423,39,1,1,97
1,1983,2,5,6,1,10,3,2,NA,6,1,1,4
1,1966,2,3,1,1,11,3,2,0.5958134745,39,2,1,2
1,1941,2,2,1,1,2,3,2,0.5369152394,26,3,1,97
1,1982,1,6,4,1,10,3,2,4.2689269153,11,3,1,14
1,1974,1,5,1,4,11,2,1,0.8434376725,23,1,1,7
1,1952,2,5,1,4,2,3,2,0.7071655459,36,3,1,8
1,1962,2,6,1,1,10,3,2,NA,34,1,1,11
1,1952,1,2,1,2,1,3,2,0.7609609335,12,7,1,5
1,1964,1,5,1,2,10,3,2,0.4717916547,26,4,1,11
1,1968,1,3,1,2,9,3,2,0.437194139,32,3,1,12
6,1980,2,1,1,4,1,NA,NA,NA,12,4,2,1
1,1967,2,3,2,2,1,3,2,0.7209129506,45,1,1,9
2,1966,2,4,1,4,2,2,2,0.76906818,42,6,1,9
6,2002,1,2,1,2,2,2,2,1.740026289,47,4,2,97
1,1956,1,5,4,2,9,3,2,NA,53,4,1,11
2,1974,1,5,1,2,12,1,2,0.9801258291,4,4,1,15
1,1957,2,2,1,4,2,3,2,0.5369152394,26,8,1,4
1,1979,2,1,3,1,1,8,2,NA,32,1,1,3
1,1980,2,6,4,2,12,8,1,NA,6,2,1,7
2,1948,1,2,1,4,1,3,2,0.4519659451,34,5,1,7
1,1969,1,5,1,2,2,3,2,NA,42,1,1,8
1,1961,1,3,1,2,10,3,2,0.5994132553,6,1,1,8
1,1985,1,5,1,2,1,3,2,0.7026734442,47,2,1,10
1,1989,1,6,1,2,11,3,1,1.1662379574,36,3,1,9
2,1951,1,3,5,2,1,8,2,0.4556196465,12,7,1,8
1,1964,2,5,3,1,10,3,2,0.8965776907,35,1,1,6
1,1982,2,3,6,2,10,3,2,0.9484677732,6,1,1,4
1,1971,2,4,1,2,9,3,2,0.4850332836,27,1,1,5
1,1977,2,5,1,1,11,3,1,NA,49,3,1,5
1,1991,2,2,1,2,11,3,2,0.5406788281,42,1,1,9
1,1963,2,6,2,1,1,2,2,0.7017439531,18,2,1,97
1,1963,1,5,1,3,2,3,2,0.6693327799,9,1,1,12
2,1963,1,2,1,1,1,3,2,1.6918073329,39,7,1,2
1,1965,1,3,2,1,11,3,1,0.914821519,21,1,1,11
1,1982,2,6,1,3,1,3,1,0.5470298551,48,1,1,5
2,1961,2,3,5,3,1,3,2,0.3456371523,53,4,1,2
6,1987,2,5,1,2,2,3,1,0.6541327297,34,3,1,97
1,1985,2,2,1,3,9,3,2,0.5406788281,42,3,1,1
1,1975,2,6,7,1,5,3,2,0.2293313874,36,1,1,12
1,1994,1,5,1,1,11,3,1,2.0055379051,31,1,1,4
2,1964,1,3,1,4,12,1,1,1.4917325106,41,7,1,8
2,1961,1,2,1,3,1,3,2,1.4539966804,42,7,1,7
2,1955,2,2,1,4,2,3,2,1.2866904562,47,7,1,7
1,1944,2,2,1,4,2,2,2,NA,8,3,1,6
1,1965,1,5,1,2,2,1,2,0.907481477,8,4,1,8
1,1975,2,4,1,1,11,3,2,0.5727526819,6,4,1,3
1,1978,2,6,4,2,10,2,2,1.3212502418,42,1,1,12
2,1964,1,5,1,2,2,1,2,0.7573077488,24,6,1,12
2,1964,2,4,1,3,2,3,2,1.1006510591,12,7,1,10
1,1997,2,5,1,2,3,2,2,6.1768178701,32,3,1,97
1,1965,1,5,1,4,1,3,2,0.5696120843,47,2,1,5
2,1960,2,3,1,2,5,3,2,1.366579788,53,7,1,4
2,1966,1,5,1,2,2,NA,NA,0.8363502896,34,6,1,11
1,1966,2,6,3,2,11,3,2,0.6375462883,6,1,1,10
2,1966,1,5,1,2,12,1,2,1.2328560622,12,5,1,12
2,1980,2,3,1,3,2,2,1,1.0599399175,25,4,1,6
2,1973,1,5,1,2,11,1,2,0.8599864348,48,4,1,10
1,1964,1,5,5,2,8,1,2,0.1656400127,48,1,1,10
1,1970,1,5,7,1,6,3,2,0.2870112496,39,4,1,9
2,1962,2,2,1,2,1,3,2,1.2253077713,18,5,1,8
1,1958,1,6,4,2,11,3,2,1.329578812,6,3,1,9
1,1969,2,4,1,4,2,3,2,0.5727526819,6,2,1,3
2,1964,1,2,1,1,1,NA,NA,1.530731067,19,7,1,12
2,1942,1,2,7,2,2,8,2,0.1025672173,42,5,1,97
1,1990,1,5,1,2,10,3,1,1.3953878977,6,1,1,6
1,1967,1,5,3,3,1,8,2,NA,55,1,1,7
4,1988,1,2,1,1,10,1,2,0.8806643404,47,3,1,4
2,1952,1,1,1,4,11,3,2,NA,5,7,1,3
3,1970,2,2,1,1,11,3,2,0.6705078644,17,6,1,4
2,1963,1,5,1,2,2,3,2,0.6831922639,51,6,1,4
1,1990,1,6,1,2,1,3,2,NA,6,2,1,97
1,1974,1,5,1,2,10,8,2,0.6175542653,34,4,1,97
2,1948,1,2,1,2,11,3,2,1.0522638451,26,6,1,2
2,1950,2,2,1,3,1,3,2,0.9607614133,36,7,1,8
2,1967,1,4,1,1,2,2,2,0.7975768774,42,5,1,7
1,1994,2,5,1,3,10,3,2,NA,19,4,1,5
2,1966,2,2,1,4,1,3,2,0.956438792,18,4,1,2
2,1962,1,3,1,3,1,1,2,0.6016091527,51,7,1,6
1,1980,2,6,1,3,2,3,1,0.7104761159,55,3,1,10
2,1966,1,3,1,4,1,1,2,0.9614344911,37,5,1,2
2,1958,2,3,1,3,1,1,2,1.2654327932,6,7,1,9
2,1962,1,2,1,4,1,1,2,1.5681797643,21,5,1,5
6,2002,1,2,1,4,11,3,2,0.916212489,26,2,1,6
1,1980,1,2,1,3,11,3,2,0.5820249019,21,3,1,2
2,1974,1,2,7,2,2,8,2,1.3399605109,32,7,1,9
1,1954,2,3,1,1,10,3,2,0.3050413433,40,1,1,3
2,1947,1,2,1,4,1,1,2,0.9579687842,13,5,1,8
2,1979,2,6,1,1,11,1,2,0.5283577317,37,4,1,97
2,1957,1,3,1,3,1,1,2,1.4209193678,31,7,1,4
1,1957,2,2,1,3,1,3,2,0.8893768271,16,1,1,3
1,1970,2,3,1,2,10,3,2,0.8589397021,53,1,1,9
1,1998,2,6,1,2,1,3,1,1.126588635,36,4,1,10
2,1953,1,3,1,3,1,1,2,1.6063993428,41,7,1,11
6,1995,2,3,1,2,11,3,2,0.6349431226,26,1,1,1
2,1953,1,2,1,4,12,1,1,0.414793814,34,7,1,3
2,1966,2,4,7,2,2,3,2,0.6010956256,19,5,1,6
2,1950,1,2,1,4,10,2,2,0.5398839865,42,5,1,2
1,1965,1,6,7,2,9,3,2,0.3455660788,49,4,1,3
1,1960,2,3,3,2,2,NA,NA,0.4908140832,12,3,1,7
2,1981,1,2,1,4,11,1,2,2.5176485912,37,7,1,7
1,1962,2,3,1,4,10,3,2,0.7624175675,6,3,1,3
6,1997,2,3,1,4,11,3,1,NA,13,4,2,3
1,1974,2,4,1,2,1,3,1,0.7390620576,26,1,1,8
1,1976,2,4,6,1,11,3,2,0.1968571315,51,2,1,10
2,1973,2,3,1,4,10,3,2,1.0114588657,33,7,1,6
1,1980,2,6,1,2,12,3,2,0.9541051513,25,1,1,11
6,1979,2,2,1,2,11,1,2,0.3554241868,54,7,1,7
2,1970,1,3,1,4,12,8,2,0.7975768774,42,6,1,97
1,1954,1,3,2,1,11,3,2,1.0376187107,8,1,1,2
1,1961,2,2,1,4,1,3,2,1.1832014489,54,1,1,4
1,1972,2,5,2,2,11,3,1,0.5338346893,37,2,1,6
1,1964,2,4,1,4,1,3,2,0.6420073504,17,1,1,97
1,1961,2,4,1,1,5,3,2,0.5587224423,36,1,1,8
2,1983,1,5,1,2,1,1,2,2.7170276012,12,5,1,8
2,1964,1,2,1,4,1,3,2,1.5464633209,28,7,1,97
1,1971,1,5,1,2,5,3,2,0.6175542653,34,1,1,7
2,1964,2,3,2,2,12,3,1,1.1518349873,26,8,1,4
1,1970,2,2,1,2,11,3,2,0.9447247088,8,1,1,12
1,1988,2,6,1,2,9,3,1,0.6654435603,24,1,1,11
1,1965,2,4,1,2,2,2,2,0.4895870845,12,1,1,4
1,1980,1,5,1,2,11,3,2,0.9262186985,6,3,1,7
1,1971,2,5,4,2,10,3,2,NA,39,1,1,9
6,1972,2,3,1,2,1,3,1,1.120472446,21,6,2,5
2,1962,1,4,1,3,11,3,1,1.4005989604,55,5,1,1
2,1958,1,5,1,2,1,1,2,1.1288657439,21,7,1,10
1,1982,2,5,1,3,1,3,2,0.9110269159,19,1,1,10
2,1980,2,6,5,3,11,3,2,0.2121478405,33,5,1,97
1,1985,2,6,1,2,11,3,1,1.2751067376,34,4,1,9
2,1987,2,5,1,3,1,2,2,1.6726544547,37,6,1,6
2,1976,1,5,1,3,11,NA,NA,NA,25,4,1,3
1,1969,2,3,1,4,2,3,2,0.946823247,26,2,1,4
1,1972,1,4,1,2,2,3,2,NA,36,2,1,8
1,1959,2,5,2,4,1,3,1,NA,48,3,1,5
2,1957,1,2,1,4,1,3,2,0.6759879798,42,4,1,2
1,1954,1,4,2,4,1,1,2,0.6764420481,51,4,1,9
1,1946,2,2,1,2,2,2,2,0.7735251706,42,1,1,9
1,1978,1,5,1,2,9,3,2,NA,39,3,1,10
2,1985,2,6,1,4,1,3,2,2.0288355567,34,6,1,11
1,1956,1,2,1,4,11,2,2,0.4102298602,48,3,1,5
6,1985,2,5,4,2,8,2,2,NA,48,4,3,6
2,1954,2,5,4,2,2,3,2,NA,15,2,1,4
2,1985,2,3,1,2,11,1,NA,0.9106024636,47,6,1,9
6,1960,2,2,1,3,1,3,2,NA,13,6,2,4
1,1974,1,5,1,1,11,3,1,0.5206612373,17,1,1,5
2,1971,1,2,1,3,11,3,2,1.0910433497,34,5,1,4
1,1945,1,5,3,1,4,NA,NA,0.2154119172,49,1,1,9
6,1993,1,2,1,1,11,3,2,NA,5,8,2,2
1,1954,2,3,2,1,2,3,2,0.4136884804,22,1,1,4
2,1949,2,2,1,3,1,3,2,0.9876252496,29,7,1,5
2,1966,1,2,1,3,3,1,2,1.3804076854,49,4,1,6
2,1958,1,3,1,4,1,8,1,1.0217874413,42,5,1,3
1,1970,1,3,1,4,11,1,2,0.4767582505,36,2,1,12
1,1965,1,6,3,1,5,1,2,0.4851144689,48,2,1,2
6,1946,1,2,1,2,1,8,1,1.5433367708,39,5,1,4
1,1959,1,5,1,2,11,1,2,0.4142232718,4,3,1,12
1,1956,2,2,1,1,1,3,2,0.8089769817,18,4,1,3
1,1953,1,3,2,2,1,3,2,0.4402030764,39,1,1,9
1,1973,1,6,1,2,1,3,2,0.5421938337,24,6,1,97
2,1967,1,5,1,4,1,1,2,NA,55,5,1,9
1,1965,2,6,2,1,1,3,1,0.8081859326,4,1,1,6
1,1963,2,3,1,1,2,3,2,0.8334057069,34,1,1,2
6,1991,2,5,3,3,11,3,2,NA,17,3,2,10
1,1960,2,2,1,3,9,3,2,0.7557471704,26,1,1,7
2,1967,1,6,7,2,3,1,2,0.1496944738,8,5,1,9
2,1980,2,6,1,4,1,8,2,0.8817696416,45,6,1,11
2,1978,2,4,1,2,1,2,1,1.6872213294,48,5,1,6
2,1967,2,3,1,2,1,1,2,1.2654327932,6,7,1,11
1,1981,2,5,1,1,11,3,2,1.0761086961,6,1,1,13
1,1985,2,3,5,2,5,3,2,1.2602080094,25,1,1,9
1,1990,2,5,5,2,2,2,2,NA,31,2,1,1
1,1969,2,1,1,4,9,3,1,2.7373303958,27,3,1,12
1,1967,1,3,1,2,1,1,2,0.4613147357,40,4,1,4
1,1972,2,4,2,1,1,2,1,0.5756259135,47,1,1,6
1,1970,2,4,1,2,2,1,2,0.6120154704,42,2,1,12
2,1946,2,2,1,3,2,2,2,1.0063835556,13,5,1,14
2,1969,2,3,1,3,1,1,2,1.3097517391,37,6,1,9
1,1967,2,3,1,2,2,3,2,0.613757078,42,1,1,11
2,1976,1,5,7,2,7,3,2,0.1838837756,42,4,1,12
6,1959,1,2,1,4,2,1,2,3.0123724814,18,5,1,6
1,1965,1,4,1,3,11,3,2,0.4614005618,12,1,1,97
6,1974,2,2,1,1,2,3,2,0.5432424773,25,5,1,9
5,1977,2,3,1,4,12,3,2,0.3755430381,55,4,1,5
1,1958,1,3,1,3,9,3,2,0.574256608,9,3,1,11
1,1959,1,4,1,4,11,1,2,0.4399219953,36,4,1,2
2,1954,1,5,1,1,1,3,2,0.980101813,40,7,1,4
1,1950,2,2,1,1,11,3,2,0.4732527423,39,1,1,4
2,1986,2,5,1,4,2,3,1,1.5838118344,36,7,1,10
2,1976,2,1,1,4,2,8,2,NA,56,4,1,97
5,1986,1,5,1,2,9,3,2,0.4356906749,17,3,1,1
2,1968,2,3,1,4,11,2,2,0.9197512522,19,4,1,6
1,2001,2,3,2,1,11,NA,NA,1.1841607289,12,8,2,97
1,1972,1,3,1,2,11,3,2,0.5764440016,25,1,1,5
2,1987,1,5,1,3,1,3,2,1.8386684774,39,7,1,8
1,1964,1,3,1,2,11,3,2,0.6957561755,26,1,1,11
2,1980,2,5,1,3,1,1,1,NA,1,7,1,9
2,1961,1,5,7,4,12,1,2,0.2355762032,42,6,1,16
2,1967,2,3,1,4,1,8,2,1.3671443402,29,6,1,97
1,1985,2,5,3,1,2,3,1,0.3701792159,36,2,1,4
1,1979,2,6,1,1,11,3,2,1.0483687007,36,1,1,14
1,1992,2,5,1,1,5,3,1,0.7871912851,25,2,1,11
1,1982,1,5,3,1,2,3,1,NA,12,2,1,9
1,1972,1,2,2,1,6,3,2,NA,34,2,1,5
1,1959,1,3,1,4,9,1,2,0.4614005618,12,3,1,8
6,1988,2,5,2,3,2,3,2,NA,53,1,1,11
2,1986,2,2,1,4,11,3,1,0.8505503902,37,7,1,1
3,1986,2,5,1,2,3,2,2,1.0898192913,12,4,1,11
1,1985,2,6,1,1,11,1,2,0.6654435603,24,2,1,14
2,1958,2,4,1,2,2,3,2,0.6711689879,48,6,1,5
2,1968,2,3,1,2,2,3,1,0.9877591904,6,7,1,11
1,1969,1,2,1,4,2,3,2,1.0441571047,26,1,1,5
1,1941,2,2,1,5,1,3,2,0.7253057408,17,1,1,3
1,1982,1,5,4,2,2,3,2,0.564054796,36,8,1,97
1,1981,2,5,1,2,11,3,2,1.281248372,55,1,1,14
1,1968,1,6,3,1,2,3,1,0.3412186605,42,1,1,8
2,1985,1,5,1,2,2,1,2,2.1955184442,42,5,1,9
2,1985,1,6,1,2,1,1,2,2.0703131704,48,4,1,97
2,1971,2,2,1,4,12,2,2,0.6716320804,1,6,1,5
1,1983,2,6,1,2,1,2,2,0.8009750887,51,3,1,14
1,1968,1,4,1,2,10,3,2,0.4657556885,17,1,1,10
1,1987,2,5,1,2,3,3,1,1.3061783735,49,2,1,9
2,1969,2,3,1,4,1,1,2,1.0898037972,31,7,1,97
2,1952,2,2,1,4,12,8,2,0.4961024399,48,5,1,3
6,1954,2,3,3,3,2,2,2,NA,27,2,2,8
1,1965,1,5,1,2,2,3,2,0.8923583017,8,3,1,12
1,1963,2,3,1,1,2,3,2,0.7390620576,26,1,1,2
1,1986,2,5,6,2,6,3,2,0.3611118582,12,2,1,3
1,1946,2,4,2,2,1,3,2,0.5876633286,12,4,1,6
2,1992,2,5,1,2,11,2,2,1.7092423108,48,6,1,11
2,1951,2,2,1,2,12,8,2,1.0854759143,6,5,1,5
2,1965,1,3,1,4,1,1,2,0.8428503712,45,7,1,11
1,1965,2,3,1,2,11,1,1,0.5211952994,48,1,1,11
2,1960,1,5,1,1,2,3,2,1.1457825714,36,7,1,10
2,1964,1,4,1,2,2,1,2,1.1234664186,26,5,1,6
1,1987,2,6,1,1,5,3,2,1.3361186584,17,1,1,9
6,1979,2,5,1,3,1,1,1,2.5469015547,18,2,1,10
1,1964,1,4,1,1,11,3,2,0.5994132553,6,1,1,11
1,1982,1,4,1,2,9,1,2,0.9605979631,27,1,1,7
2,1960,2,4,1,4,12,1,2,1.1003001505,39,6,1,11
2,1963,2,3,1,4,1,3,2,0.7183904176,54,5,1,5
2,1992,2,5,1,2,1,3,2,2.2595299681,12,6,1,7
1,1973,2,3,1,2,12,3,2,0.4909802986,12,1,1,10
6,1989,1,6,4,3,10,3,2,NA,6,6,2,16
1,1997,2,5,8,1,1,3,1,0.3679878221,17,2,1,7
6,1964,2,2,1,4,2,3,2,NA,55,6,2,4
2,1958,1,3,1,4,1,1,2,0.9356479317,21,5,1,2
1,1958,2,3,1,2,10,3,2,0.7624175675,6,1,1,7
2,1948,1,5,3,1,2,3,2,0.2982386218,12,7,1,10
1,1970,2,5,4,1,7,3,2,2.6481487563,6,2,1,9
6,1967,2,3,1,1,1,2,1,0.5516913801,18,1,1,12
1,1991,1,5,1,1,10,NA,NA,0.8791973633,42,3,1,7
1,1957,2,4,1,2,11,3,2,0.803559896,49,1,1,7
6,1988,2,6,1,2,12,3,1,NA,4,3,2,9
2,1953,1,3,3,1,1,1,2,0.4080628496,4,7,1,5
6,1979,1,2,3,1,2,3,2,NA,6,4,2,2
2,1984,2,6,1,2,11,2,1,1.5383809915,12,7,1,6
1,1966,1,5,1,2,11,3,2,0.5834578963,12,4,1,7
2,1978,2,4,1,1,2,3,2,0.3249865177,38,8,1,5
6,1974,1,3,1,4,1,8,2,1.2280207217,12,6,1,12
2,1953,1,2,1,2,10,3,1,0.9152038147,53,7,1,11
1,1979,1,2,1,1,11,NA,NA,0.6721819309,32,3,1,9
2,1939,2,2,1,2,1,2,2,1.2381386908,48,7,1,8
1,1964,1,3,1,2,1,3,2,NA,48,1,1,3
2,1967,1,2,1,4,2,1,2,NA,12,7,1,7
1,1959,1,5,1,3,11,3,2,8.2188428401,4,3,1,3
2,2000,1,5,4,2,1,3,1,1.5610994804,25,7,1,11
1,1983,2,5,1,2,10,3,2,NA,55,1,1,9
1,1983,2,5,1,1,5,3,2,0.8313964389,12,1,1,10
1,1989,1,5,1,2,2,3,2,1.2422186388,51,5,1,12
2,1960,1,3,1,2,1,1,2,NA,4,5,1,6
6,2000,2,2,1,4,1,2,2,NA,51,7,1,97
1,1973,2,3,1,3,9,3,2,0.5578998944,19,1,1,3
2,1958,1,3,1,4,2,1,2,0.8428503712,45,7,1,4
1,1967,1,5,2,2,1,3,1,1.2694259951,51,2,1,13
6,1990,2,1,6,1,10,3,2,0.1620969665,42,4,2,3
2,1983,2,2,1,3,10,1,2,0.7500403753,42,7,1,9
2,1963,2,2,1,4,12,3,2,0.7856010574,33,5,1,4
1,1969,2,4,1,3,9,2,2,0.4410123241,47,1,1,2
1,1947,1,4,2,2,12,NA,NA,1.2226281233,45,1,1,4
1,1958,1,5,1,1,9,3,2,0.6099086009,6,1,1,11
2,1961,2,4,1,2,1,3,2,0.7768210329,4,7,1,9
2,1964,1,5,1,4,4,1,2,1.0091926196,41,6,1,11
2,1958,1,4,1,4,1,1,2,0.8334036211,4,6,1,6
2,1983,2,6,1,4,1,2,1,1.4589040692,51,6,1,10
2,1964,1,5,1,3,11,1,2,0.4895449476,6,4,1,11
6,1978,1,3,3,1,1,3,2,0.3683559804,36,1,1,10
1,1958,1,3,1,4,10,1,2,0.3724733763,35,1,1,11
2,1955,2,2,1,4,8,3,2,1.2519272213,26,7,1,3
1,1989,2,6,1,2,10,1,1,1.0125838664,37,1,1,6
2,1980,1,6,7,2,8,3,2,NA,6,7,1,12
2,1965,2,5,4,2,1,3,2,1.7611235965,8,7,1,5
6,1962,1,5,1,2,12,3,2,NA,48,4,2,1
1,1990,1,5,1,3,11,3,2,NA,49,3,1,9
6,1987,2,2,2,3,12,3,1,NA,13,1,1,97
2,1957,1,4,6,4,3,8,2,0.1561123242,6,4,1,8
2,1991,1,6,2,3,1,1,1,0.4680662102,19,3,1,5
2,1975,2,3,1,2,1,1,2,0.563102925,48,7,1,10
1,1981,2,1,1,4,12,3,2,0.4837191884,22,3,1,4
1,1989,2,5,1,2,9,3,2,0.8600724636,34,1,1,10
2,1950,2,2,1,4,2,2,2,0.9607614133,36,7,1,8
2,1974,1,5,1,2,1,1,2,1.061617758,54,5,1,12
6,1969,1,2,6,1,12,3,2,NA,36,4,2,1
2,1965,1,5,2,3,1,1,2,NA,53,5,1,9
2,1954,2,2,1,4,1,2,2,0.8373847254,19,4,1,3
2,1960,1,3,1,2,2,1,2,0.4695982061,51,6,1,11
2,1969,1,4,1,2,2,1,2,NA,20,6,1,8
1,1958,2,3,1,2,10,2,2,0.7894727247,24,2,1,4
2,1967,1,2,1,2,1,1,2,2.3941151982,6,7,1,6
2,1965,2,2,1,2,2,3,2,0.7223263414,32,7,1,97
6,1963,2,5,5,3,7,1,2,NA,40,4,1,9
2,1960,1,3,1,2,1,8,1,0.3088193527,51,7,1,1
2,1991,1,4,1,2,1,1,2,0.8756475699,6,6,1,8
2,1941,1,2,1,4,1,1,2,0.8591910569,45,7,1,4
1,1939,1,4,2,1,1,3,2,0.5522775904,36,1,1,8
1,1968,1,4,1,1,9,1,2,0.5994132553,6,3,1,6
1,1992,2,6,1,2,2,2,1,0.6570561849,18,4,1,11
2,1962,1,5,1,2,1,1,2,0.9370549142,48,4,1,11
2,1965,2,3,1,4,1,1,2,1.2343425785,8,7,1,6
2,1987,2,5,1,3,1,1,1,0.5238015365,37,6,1,11
2,1960,1,5,6,2,1,1,2,0.3670028673,1,7,1,10
1,1981,1,6,1,2,5,3,2,NA,6,1,1,12
5,1947,2,2,1,4,11,3,2,0.4090930983,39,4,1,97
1,1980,1,5,6,1,1,3,1,0.8294126756,27,1,1,2
1,1955,1,2,1,4,12,1,2,0.6212530208,55,1,1,4
2,1971,2,6,7,2,2,1,1,NA,13,7,1,1
1,1958,1,3,1,3,1,1,2,0.6174425518,48,4,1,5
2,1956,1,3,1,2,4,8,2,0.4817194424,45,4,1,9
1,1978,1,5,2,4,11,1,2,2.3313296234,48,2,1,11
1,1990,2,5,1,3,12,3,2,0.474080664,18,1,1,4
6,1959,2,3,1,3,12,8,2,NA,4,7,2,97
2,1946,1,2,1,3,11,NA,NA,0.2358621401,12,5,1,97
1,1959,2,3,1,4,1,2,2,0.6055062874,36,4,1,8
6,1998,2,2,1,3,10,2,2,1.6852774934,42,3,2,2
2,1948,2,2,1,2,1,3,2,0.635156414,17,6,1,2
1,1988,1,5,1,1,10,3,1,0.3989270303,11,1,3,1
